journal,publisher,impact_factor,issn,url
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/28374207
Autism : the international journal of research and practice,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/28366047
BMJ open,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/28348195
"Journal of child psychology and psychiatry, and allied disciplines",Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/28276079
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/28168677
Developmental neurorehabilitation,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/28152327
Clinical psychology review,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/28130983
IEEE transactions on neural systems and rehabilitation engineering : a publication of the IEEE Engineering in Medicine and Biology Society,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/28114071
Education and training in autism and developmental disabilities,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/28111607
Psychological medicine,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/28091344
Behaviour research and therapy,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/28012300
Assistive technology : the official journal of RESNA,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/28001493
Frontiers in psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/27965598
Journal of abnormal child psychology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/27917460
Reproduction in domestic animals = Zuchthygiene,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/27862394
Scientific reports,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/27845765
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/27815645
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/27807755
The Cochrane database of systematic reviews,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/27737490
Social cognitive and affective neuroscience,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/27798253
BMC pediatrics,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/27760533
Developmental neurorehabilitation,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/27715368
Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/27711048
Research in developmental disabilities,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/27639063
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/27628940
Journal of neurodevelopmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/27540420
BMJ open,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/27515756
Journal of intellectual disability research : JIDR,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/27465318
Journal of applied behavior analysis,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/27449267
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/27440250
Journal of the American Academy of Child and Adolescent Psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/27343887
International journal of psychiatry in medicine,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/27284115
Autism : the international journal of research and practice,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/27154909
Medical hypotheses,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/27142139
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/27138893
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/27040557
"Cerebral cortex (New York, N.Y. : 1991)",Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/26946130
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/26922192
Autism : the international journal of research and practice,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/26912485
Autism : the international journal of research and practice,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/26862085
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/26830414
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/26797940
Molecular autism,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/26770664
Disability and rehabilitation,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/26728633
"Journal of child psychology and psychiatry, and allied disciplines",Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/26715086
BMC public health,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/26635296
Scandinavian journal of psychology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/26565732
Neurophysiologie clinique = Clinical neurophysiology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/26553293
"Journal of child psychology and psychiatry, and allied disciplines",Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/26525461
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/26438637
Bio-medical materials and engineering,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/26406079
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/26404701
Translational psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/26393486
Journal of child and adolescent psychopharmacology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/26258842
Asian journal of psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/26194133
Research in developmental disabilities,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/26151440
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/26123008
Journal of the American Academy of Child and Adolescent Psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/26088663
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/26031924
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/25953148
JAMA,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/25898050
Autism : the international journal of research and practice,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/25896267
Journal of consulting and clinical psychology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/25894668
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/25877014
Journal of consulting and clinical psychology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/25822242
Journal of applied behavior analysis,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/25754896
Journal of the American Academy of Child and Adolescent Psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/25721186
Journal of attention disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/25646022
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/25643864
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/25563454
Journal of pediatric gastroenterology and nutrition,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/25534777
Behavior therapy,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/25526832
Behavior therapy,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/25526831
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/25510450
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/25475363
Depression and anxiety,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/25424398
Brain imaging and behavior,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/25370452
Pediatrics,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/25367544
Autism : the international journal of research and practice,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/25348866
"Journal of child psychology and psychiatry, and allied disciplines",Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/25346345
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/25344794
Research in developmental disabilities,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/25190094
American journal on intellectual and developmental disabilities,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/25148057
"Journal of child psychology and psychiatry, and allied disciplines",Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/25132516
Brain : a journal of neurology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/25070512
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/25070468
Journal of music therapy,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/25053766
Pediatrics,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/25049350
"Journal of child psychology and psychiatry, and allied disciplines",Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/25039961
PloS one,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/24987957
Evidence report/technology assessment,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/30257278
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/24974255
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/24974254
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/24915928
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/24840596
Journal of the American Academy of Child and Adolescent Psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/24839882
"Journal of clinical child and adolescent psychology : the official journal for the Society of Clinical Child and Adolescent Psychology, American Psychological Association, Division 53",Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/24731184
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/24671750
Pediatrics,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/24590751
Autism : the international journal of research and practice,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/24569569
Journal of developmental and behavioral pediatrics : JDBP,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/24399100
TheScientificWorldJournal,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/24324379
Brain stimulation,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/24280031
"Child: care, health and development",Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/24261547
"Journal of child psychology and psychiatry, and allied disciplines",Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/24256459
JAMA pediatrics,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/24217336
Dialogues in clinical neuroscience,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/24174896
Pediatrics,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/24167175
Autism : the international journal of research and practice,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/24113340
Autism : the international journal of research and practice,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/24104513
Autism : the international journal of research and practice,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/24104511
Autism : the international journal of research and practice,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/24101716
Autism : the international journal of research and practice,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/24101715
European journal of paediatric neurology : EJPN : official journal of the European Paediatric Neurology Society,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/24095105
Autism : the international journal of research and practice,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/24089423
PloS one,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/24058641
Family process,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/24033239
Zhongguo zhen jiu = Chinese acupuncture & moxibustion,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/24032193
"Psychiatric services (Washington, D.C.)",Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/24026841
Sleep medicine,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/23993773
Autism : the international journal of research and practice,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/23965288
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/23963592
Seishin shinkeigaku zasshi = Psychiatria et neurologia Japonica,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/23944120
Assistive technology : the official journal of RESNA,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/23923688
Occupational therapy international,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/23893373
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/23893101
Trials,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/23880333
Evidence-based child health : a Cochrane review journal,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/23877884
PloS one,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/23874533
Journal of applied research in intellectual disabilities : JARID,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/23813562
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/23812665
Journal of child and adolescent psychopharmacology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/23782127
Research in developmental disabilities,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/23747943
"Veterinary journal (London, England : 1997)",Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/23642467
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/23619953
Developmental neurorehabilitation,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/23586852
European child & adolescent psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/23417625
Depression and anxiety,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/23389964
IEEE transactions on neural systems and rehabilitation engineering : a publication of the IEEE Engineering in Medicine and Biology Society,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/23362251
Journal of the American Academy of Child and Adolescent Psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/23357440
Research in developmental disabilities,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/23299185
"Journal of clinical child and adolescent psychology : the official journal for the Society of Clinical Child and Adolescent Psychology, American Psychological Association, Division 53",Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/23237021
Research in developmental disabilities,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/23220050
BMC psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/23194148
Trials,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/23140338
Veterinary immunology and immunopathology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/23083937
The Cochrane database of systematic reviews,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/23076956
Canadian journal of psychiatry. Revue canadienne de psychiatrie,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/23072950
Journal of the American Academy of Child and Adolescent Psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/23021480
Autism : the international journal of research and practice,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/22987897
Research in developmental disabilities,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/22964266
Social cognitive and affective neuroscience,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/22956676
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/22941342
Applied psychophysiology and biofeedback,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/22903518
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/22825929
The Cochrane database of systematic reviews,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/22786515
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/22735897
Archives of general psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/22638012
Journal of sleep research,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/22616853
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/22588377
Journal of consulting and clinical psychology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/22582764
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/22573001
Research in developmental disabilities,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/22543058
"Journal of neural transmission (Vienna, Austria : 1996)",Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/22460295
"Journal of child psychology and psychiatry, and allied disciplines",Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/22435114
"Journal of speech, language, and hearing research : JSLHR",Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/22361104
The Cochrane database of systematic reviews,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/22336803
Applied psychophysiology and biofeedback,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/22311204
Journal of marital and family therapy,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/22283382
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/22271197
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/22160347
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/22146934
"Journal of child psychology and psychiatry, and allied disciplines",Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/22118062
Current opinion in pediatrics,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/22037220
Current opinion in pediatrics,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/22001766
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/21915740
Developmental neurorehabilitation,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/21870954
Avian diseases,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/21793429
Genetics in medicine : official journal of the American College of Medical Genetics,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/21785360
Journal of developmental and behavioral pediatrics : JDBP,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/21694630
Autism : the international journal of research and practice,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/21690083
The European journal of neuroscience,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/21676037
Child psychiatry and human development,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/21660428
Clinical linguistics & phonetics,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/21631313
Behavior modification,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/21586502
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/21512834
Pediatrics,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/21464190
Behavioural and cognitive psychotherapy,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/21457605
"Journal of child psychology and psychiatry, and allied disciplines",Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/21418212
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/21287255
"Journal of child psychology and psychiatry, and allied disciplines",Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/21126245
Journal of neurotherapy,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/21116441
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/21042870
Research in developmental disabilities,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/20800988
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/20697791
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/20694508
Journal of anxiety disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/20650600
Research in developmental disabilities,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/20627451
"Acta paediatrica (Oslo, Norway : 1992)",Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/20608900
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/20508979
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/20440639
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/20232240
Clinical child psychology and psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/20223793
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/20162344
Current opinion in neurology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/20160648
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/20058059
Behavior modification,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/20051523
Veterinary microbiology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/20031343
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/20020319
Depression and anxiety,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/19957280
Pediatrics,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/19948568
Applied psychophysiology and biofeedback,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/19941058
Research in developmental disabilities,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/19815373
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/19562475
"Child: care, health and development",Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/19508318
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/19365716
Zhongguo zhen jiu = Chinese acupuncture & moxibustion,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/19358496
"Journal of child psychology and psychiatry, and allied disciplines",Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/19309326
Phytotherapy research : PTR,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/19274699
American journal on intellectual and developmental disabilities,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/19143460
Journal of dietary supplements,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/22435515
L'Encephale,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/19068339
Journal of abnormal child psychology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/19023654
Neuroscience letters,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/19022348
The Journal of pediatrics,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/18950798
Pro-fono : revista de atualizacao cientifica,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/18852963
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/18704672
Archives of general psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/18519824
"Journal of child psychology and psychiatry, and allied disciplines",Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/18503531
"Journal of clinical child and adolescent psychology : the official journal for the Society of Clinical Child and Adolescent Psychology, American Psychological Association, Division 53",Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/18444052
Psychotherapy and psychosomatics,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/18230942
Zhongguo zhen jiu = Chinese acupuncture & moxibustion,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/17926617
Research in developmental disabilities,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/17923388
Progress in brain research,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/17920443
Behavior modification,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/17438342
Early intervention in psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/21352105
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/17171539
Journal of communication disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/17169368
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/17082978
Journal of child and adolescent psychopharmacology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/17069546
Circulation,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/17062781
Vaccine,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/16824652
Arthritis and rheumatism,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/16729287
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/16729252
Journal of developmental and behavioral pediatrics : JDBP,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/16685181
Journal of the American Academy of Child and Adolescent Psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/16670650
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/16496206
"Journal of child psychology and psychiatry, and allied disciplines",Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/16238662
The Cochrane database of systematic reviews,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/16235361
American journal of mental retardation : AJMR,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/16212446
Clinical pediatrics,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/16015399
Mental retardation and developmental disabilities research reviews,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/15977316
International journal of rehabilitation research. Internationale Zeitschrift fur Rehabilitationsforschung. Revue internationale de recherches de readaptation,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/15900187
Journal of applied behavior analysis,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/15898482
Neuroscience letters,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/15882779
Journal of consulting and clinical psychology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/15796641
Developmental medicine and child neurology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/15707232
Journal of intellectual disability research : JIDR,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/15634311
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/15628609
Research in developmental disabilities,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/15590240
Autism : the international journal of research and practice,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/15358872
Vaccine,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/12922131
Journal of applied behavior analysis,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/12858988
"Journal of child psychology and psychiatry, and allied disciplines",Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/12635974
European child & adolescent psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/12541005
Journal of the American Academy of Child and Adolescent Psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/12410073
Journal of applied behavior analysis,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/11936550
Journal of applied behavior analysis,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/11800194
Journal of applied behavior analysis,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/11800188
Journal of applied behavior analysis,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/11800183
Behavior modification,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/11799654
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/11794416
Zhongguo Zhong xi yi jie he za zhi Zhongguo Zhongxiyi jiehe zazhi = Chinese journal of integrated traditional and Western medicine,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/11367646
Pediatrics,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/11331721
European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/10422898
Journal of clinical nursing,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/10214169
Journal of consulting and clinical psychology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/9803707
